"","Wi-1","Wi-2","Wi-3","HiN-1","H11-2","H11-3","hgnc_symbol"
"ENSG00000175315",21.0799276500567,35.8973267586776,6.61330307051048,4.58449698121296,8.478316236893,3.1149375626309,"CST6"
"ENSG00000175294",2.52959131800681,3.47393484761396,0,0,0.942035137432556,0,"CATSPER1"
"ENSG00000175229",578.433214717557,723.736426586242,470.646735184662,600.569104538898,760.222355908072,667.63495092389,"GAL3ST3"
"ENSG00000087365",7306.30292350967,5793.36534753755,6479.93479192185,6050.61911580486,5986.63329838389,7488.30990056469,"SF3B2"
"ENSG00000175115",957.028715312576,966.91186591922,904.920303481517,1087.44268394371,1104.06518107096,1090.22814692082,"PACS1"
"ENSG00000255320",7.58877395402043,4.63191313015195,6.61330307051048,7.33519516994074,2.82610541229767,8.30650016701574,"LOC124902694"
"ENSG00000174996",1458.73099338393,1345.57076430914,1158.43025451775,1567.89796757483,1543.05355511453,1561.62203139896,"KLC2"
"ENSG00000254461",1.68639421200454,0,13.226606141021,8.25209456618333,0.942035137432556,4.15325008350787,NA
"ENSG00000174903",2999.25210605007,3991.55113990844,2408.34453484423,3071.61297741268,4037.56259903593,3583.21650954641,"RAB1B"
"ENSG00000245156",5.05918263601362,10.4218045428419,26.4532122820419,11.0027927549111,11.3044216491907,9.3448126878927,NA
"ENSG00000174871",344.867616354928,529.19607511986,240.283344895214,297.0754043826,424.857846982083,322.915193992737,"CNIH2"
"ENSG00000174851",1027.01407511076,1829.60568641002,1021.75532439387,1238.73108432374,1635.37299858292,1399.64527814215,"YIF1A"
"ENSG00000179292",35.4142784520953,79.9005014951211,70.5418994187784,59.5984607557685,70.6526353074417,96.5630644415579,"TMEM151A"
"ENSG00000254458",0.843197106002269,0,2.20443435683683,3.66759758497037,2.82610541229767,5.19156260438484,NA
"ENSG00000174807",43.0030524061157,82.2164580601971,139.981581659138,102.69273237917,105.507935392446,134.980627714006,"CD248"
"ENSG00000174791",57.3374032081543,107.691980276033,87.0751570950546,119.196921511537,113.044216491907,139.133877797514,"RIN1"
"ENSG00000174744",798.507659384149,1030.60067145881,615.037185557474,819.708060240877,1088.99261887203,1365.38096495321,"BRMS1"
"ENSG00000174684",759.720592508045,862.693820490801,892.795914518914,1072.77229360383,1096.52889997149,969.783894499087,"B4GAT1"
"ENSG00000255468",27.8255044980749,24.3175439332977,63.9285963482679,68.7674547181944,38.6234406347348,42.5708133559557,"B4GAT1-DT"
"ENSG00000174669",536.273359417443,888.169342706636,755.018767216613,1041.59771413158,796.961726267942,765.236327886325,"SLC29A2"
"ENSG00000254510",65.769374268177,72.9526317998932,47.3953386719918,64.1829577369814,73.4787407197393,71.6435639405107,NA
"ENSG00000174576",9.27516816602497,1.15797828253799,9.91995460576572,5.50139637745555,1.88407027486511,3.1149375626309,"NPAS4"
